Balayage complet {b1 anchor -> meilleur b2 oppose} pour tous les b1 du pool de base (4000 candidats, t=1..100, k=+/-1..10)
N1,N2 bornes a [1,65536]. Genere le 2026-08-29 09:45:11
==============================================================================================================

--- x0 = 13.457 --- (4000 appariements b1 valides : 2000 avec sign1=+, 2000 avec sign1=-  ;  4000 avec erreur < 1e-6) ---
       err |    t1   k1  sg1 |              b1 |    t2   k2  sg2 |              b2 |      N1      N2
  6.60e-10 |    74   -6    - |    52.179707875 |    95   -3    + |    29.409532618 |    1752   40939
  6.60e-10 |    33   -9    - |    79.402492123 |    90   -3    + |    29.408140651 |    1231   64530
  6.61e-10 |     4   -5    - |    43.304443490 |    96   -3    + |    29.409797882 |    4277   59336
  6.62e-10 |    47   -1    - |     6.870767562 |    12   -4    + |    38.382206550 |   19839   57934
  6.63e-10 |    50    6    - |   -56.584473881 |    10   -4    + |    38.368597540 |    4586   49679
  6.64e-10 |    79    3    + |   -24.983696001 |    99   -4    - |    34.042472563 |     916   13703
  6.64e-10 |    58    8    + |   -70.316603228 |   100   -4    - |    34.042223129 |    1985   54029
  6.65e-10 |    62    7    - |   -65.656332759 |    12   -4    + |    38.382206550 |    4281   51128
  6.65e-10 |    38    8    + |   -70.331904710 |    97   -4    - |    34.042982950 |    1478   40227
  6.65e-10 |    45    6    + |   -52.195955898 |    93   -4    - |    34.044052674 |    2674   59651
  6.66e-10 |    74   -6    + |    56.596935529 |    12   -3    - |    25.070835435 |    7941   39535
  6.66e-10 |    90    2    - |   -20.343420368 |     6   -4    + |    38.323200891 |    6733   42771
  6.67e-10 |    56    4    - |   -38.458889673 |     8   -4    + |    38.350172779 |    6348   54553
  6.67e-10 |    89   -5    - |    43.109913994 |    99   -3    + |    29.410569423 |    2929   40058
  6.68e-10 |    32   -7    - |    61.274387093 |    98   -3    + |    29.410316182 |    1493   49459
  6.69e-10 |    31   -1    + |    11.241975566 |   100   -4    - |    34.042223129 |   10721   55376
  6.70e-10 |    36    5    + |   -43.139943697 |    94   -4    - |    34.043778854 |    3095   61472
  6.70e-10 |    79   -8    - |    70.307297419 |    92   -3    + |    29.408711041 |    1520   64947
  6.71e-10 |    22   -6    + |    56.548957197 |     8   -3    - |    25.102869207 |    7522   37609
  6.71e-10 |     8    5    - |   -47.414893062 |     8   -4    + |    38.350172779 |    6703   65102
  6.71e-10 |    13   -9    + |    83.711403624 |     9   -3    - |    25.092889842 |    6396   65003
  6.73e-10 |    91   -7    + |    65.667309331 |     7   -3    - |    25.114911288 |    4170   28169
  6.73e-10 |    61   -1    + |    11.267497832 |    96   -4    - |    34.043244103 |    8995   46386
  6.73e-10 |    83   -5    + |    47.535425055 |     4   -3    - |    25.175002922 |   10946   36405
  6.73e-10 |    11   -9    + |    83.699466968 |    12   -3    - |    25.070835435 |    5486   55509
  6.73e-10 |    74    1    + |    -6.856106457 |    94   -4    - |    34.043778854 |    2103   21145
  6.75e-10 |    23   -2    + |    20.292393997 |    98   -4    - |    34.042725804 |   22984   62461
  6.77e-10 |    74    2    + |   -15.920826740 |    97   -4    - |    34.042982950 |    3425   42838
  6.77e-10 |    63    1    + |    -6.860928549 |    96   -4    - |    34.043244103 |    5658   56905
  6.78e-10 |    76   -9    - |    79.373106424 |   100   -3    + |    29.410818856 |    1132   59475
  6.78e-10 |    30    2    - |   -20.305226876 |     8   -4    + |    38.350172779 |    5051   31954
  6.78e-10 |     6   -6    - |    52.324001946 |    91   -3    + |    29.408428196 |    2522   59251
  6.80e-10 |    79    9    + |   -79.372017703 |   100   -4    - |    34.042223129 |    1791   53134
  6.80e-10 |     3   -8    - |    70.536580410 |    92   -3    + |    29.408711041 |    1167   50150
  6.81e-10 |     5    1    + |    -7.019593802 |    93   -4    - |    34.044052674 |    3893   39312
  6.83e-10 |    40   -1    - |     6.876829926 |     1   -4    + |    38.034841852 |    6509   19861
  6.84e-10 |     6   -9    + |    83.646802309 |     8   -3    - |    25.102869207 |    6367   64753
  6.85e-10 |    94   -6    + |    56.603423983 |     8   -3    - |    25.102869207 |    9065   45418
  6.86e-10 |    51    9    + |   -79.385640695 |    94   -4    - |    34.043778854 |    2105   62431
  6.88e-10 |    58   -5    + |    47.524760460 |    10   -3    - |    25.084444446 |    8489   27730
  6.88e-10 |    27    1    - |   -11.235620436 |     1   -4    + |    38.034841852 |   11221   60665
  6.88e-10 |    48    4    - |   -38.453589873 |    10   -4    + |    38.368597540 |    5311   45533
  6.89e-10 |    61   -8    - |    70.314984721 |    89   -3    + |    29.407848275 |    1390   59349
  6.89e-10 |    81   -6    - |    52.177164880 |    92   -3    + |    29.408711041 |    2205   51473
  6.89e-10 |    37   -8    + |    74.702542195 |     3   -3    - |    25.212978992 |    4357   37667
  6.89e-10 |    54    3    - |   -29.392955569 |     9   -4    + |    38.360152144 |    8753   65228
  6.90e-10 |    66   -7    + |    65.658267694 |     2   -3    - |    25.276441279 |    3929   27380
  6.91e-10 |    86    5    - |   -47.536381327 |     3   -4    + |    38.240062994 |    4700   46357
  6.91e-10 |    43    9    - |   -83.773152023 |     7   -4    + |    38.338130698 |    3842   54845
  6.92e-10 |    33    9    + |   -79.402492123 |    92   -4    - |    34.044330945 |     987   29273
  6.92e-10 |    62   -5    + |    47.526892192 |    10   -3    - |    25.084444446 |   16514   53951
  6.92e-10 |    11    1    - |   -11.181704698 |     4   -4    + |    38.278039063 |    3998   20925
  6.92e-10 |    37   -1    + |    11.249500210 |    90   -4    - |    34.044901334 |    9497   48999
  6.93e-10 |    45    3    - |   -29.386526655 |     9   -4    + |    38.360152144 |    5387   40140
  6.94e-10 |    38  -10    + |    92.833060396 |     2   -3    - |    25.276441279 |    4523   55774
  6.95e-10 |    52    5    - |   -47.521112972 |     4   -4    + |    38.278039063 |    3813   37421
  6.96e-10 |    57    1    + |    -6.864128927 |    95   -4    - |    34.043509368 |    3039   30565
  6.96e-10 |    54    6    + |   -52.189526983 |    92   -4    - |    34.044330945 |    2750   61337
  6.97e-10 |    14    1    - |   -11.198627101 |     3   -4    + |    38.240062994 |   10843   57047
  6.97e-10 |    39   -2    - |    15.942547072 |     5   -4    + |    38.304007616 |   35660   64517
  6.98e-10 |    48   -8    - |    70.323053531 |    97   -3    + |    29.410059035 |     849   36343
  6.99e-10 |    37   10    + |   -88.462422911 |    91   -4    - |    34.044613789 |    1837   58976
  6.99e-10 |    44    5    - |   -47.515133507 |     9   -4    + |    38.360152144 |    2754   26749
  7.00e-10 |    66    2    - |   -20.334666276 |     7   -4    + |    38.338130698 |    3956   25079
  7.00e-10 |    70    3    - |   -29.401153226 |     2   -4    + |    38.176600707 |    4720   36003
  7.00e-10 |    53   -8    - |    70.319600057 |    96   -3    + |    29.409797882 |    1087   46514
  7.01e-10 |    15   -8    + |    74.656148233 |     9   -3    - |    25.092889842 |    3723   31417
  7.01e-10 |    47   -7    + |    65.646994707 |     8   -3    - |    25.102869207 |    4617   31099
  7.03e-10 |    75    5    - |   -47.532600207 |     3   -4    + |    38.240062994 |    6643   65518
  7.05e-10 |    82    3    + |   -24.982667573 |    98   -4    - |    34.042725804 |    4365   65293
  7.05e-10 |    72    1    - |   -11.272540271 |     2   -4    + |    38.176600707 |    1925   10228
  7.06e-10 |    91   -6    + |    56.602589047 |     9   -3    - |    25.092889842 |    5185   25928
  7.06e-10 |    20   -5    + |    47.479090360 |     4   -3    - |    25.175002922 |    5937   19681
  7.06e-10 |     8    3    + |   -25.102869207 |    93   -4    - |    34.044052674 |    3431   51415
  7.06e-10 |     2   -9    + |    83.500202125 |    10   -3    - |    25.084444446 |    3199   32331
  7.07e-10 |    49   -4    + |    38.454322636 |     6   -3    - |    25.129841095 |   40177   62493
  7.08e-10 |    28   -1    + |    11.237336114 |    94   -4    - |    34.043778854 |   12388   63975
  7.09e-10 |    62    4    - |   -38.462171908 |     3   -4    + |    38.240062994 |    5220   45487
  7.10e-10 |    89   -2    - |    15.915753143 |    12   -4    + |    38.382206550 |   31657   56823
  7.10e-10 |    95    8    - |   -74.733134036 |     1   -4    + |    38.034841852 |    4295   58681
  7.12e-10 |    58   -7    + |    65.654201027 |     3   -3    - |    25.212978992 |    5402   37175
  7.12e-10 |    43   -5    - |    43.132931948 |    89   -3    + |    29.407848275 |    3338   45601
  7.13e-10 |    25   -7    + |    65.620207149 |     6   -3    - |    25.129841095 |    4187   28327
  7.13e-10 |    32   -1    + |    11.243375176 |    99   -4    - |    34.042472563 |    7412   38279
  7.14e-10 |    22    4    - |   -38.419516629 |    12   -4    + |    38.382206550 |    6064   51875
  7.15e-10 |    38  -10    - |    88.461345277 |    95   -3    + |    29.409532618 |    1031   64121
  7.15e-10 |    77   -7    + |    65.662788082 |     5   -3    - |    25.149034370 |    6849   46564
  7.16e-10 |    74    3    + |   -24.985547024 |    89   -4    - |    34.045193710 |    3478   51993
  7.16e-10 |    42    7    + |   -61.263265747 |    98   -4    - |    34.042725804 |    2058   50971
  7.16e-10 |    89    5    - |   -47.537288842 |     9   -4    + |    38.360152144 |    2155   20937
  7.16e-10 |    53   -1    - |     6.866558072 |     1   -4    + |    38.034841852 |   14967   45689
  7.17e-10 |    30   -1    - |     6.888933975 |     2   -4    + |    38.176600707 |   17778   53237
  7.17e-10 |    21    2    - |   -20.287594624 |    11   -4    + |    38.375865549 |    9245   58279
  7.17e-10 |    43   -9    + |    83.773152023 |     9   -3    - |    25.092889842 |    4553   46326
  7.17e-10 |    54    8    - |   -74.716556988 |     4   -4    + |    38.278039063 |    3727   49352
  7.18e-10 |    96  -10    + |    92.862839868 |    11   -3    - |    25.077176436 |    4773   56657
  7.18e-10 |    78   10    + |   -88.437093909 |    97   -4    - |    34.042982950 |     778   24983
  7.18e-10 |    30   -7    - |    61.277255677 |    94   -3    + |    29.409263132 |    1645   54438
  7.18e-10 |    27   -9    + |    83.753382705 |     4   -3    - |    25.175002922 |    4323   44668
  7.18e-10 |    89   10    - |   -92.860890261 |    11   -4    + |    38.375865549 |    2536   38901
  7.18e-10 |    40   10    + |   -88.459312479 |    96   -4    - |    34.043244103 |    1497   48077
  7.18e-10 |    31    5    + |   -43.146346136 |    93   -4    - |    34.044052674 |    2514   49933
  7.19e-10 |     1   -6    + |    56.164282420 |     6   -3    - |    25.129841095 |   10407   51535
  7.20e-10 |    88  -10    + |    92.860592916 |     7   -3    - |    25.114911288 |    5151   61583
  7.20e-10 |    20    7    + |   -61.297553043 |   100   -4    - |    34.042223129 |    1422   35237
  7.21e-10 |    43   -8    + |    74.708431740 |     2   -3    - |    25.276441279 |    5167   45235
  7.22e-10 |    64    5    - |   -47.527882330 |     9   -4    + |    38.360152144 |    3319   32242
  7.23e-10 |    34    4    - |   -38.440147774 |     5   -4    + |    38.304007616 |    6051   52288
  7.23e-10 |    60   -9    - |    79.380231004 |    94   -3    + |    29.409263132 |     287   15056
  7.24e-10 |    11   -6    + |    56.505306117 |     2   -3    - |    25.276441279 |    9255   47779
  7.24e-10 |    76   -8    - |    70.308386140 |    91   -3    + |    29.408428196 |     127    5425
  7.24e-10 |    34   -5    - |    43.142334779 |    89   -3    + |    29.407848275 |     952   13015
  7.25e-10 |    28   -5    + |    47.496217248 |     7   -3    - |    25.114911288 |    8042   26379
  7.25e-10 |    75   -2    - |    15.920441779 |     7   -4    + |    38.338130698 |   14525   26207
  7.26e-10 |    63   -8    - |    70.313970535 |   100   -3    + |    29.410818856 |     845   36193
  7.26e-10 |    30   10    + |   -88.471416528 |    92   -4    - |    34.044330945 |    1691   54297
  7.28e-10 |    61    2    + |   -15.926663019 |    93   -4    - |    34.044052674 |    4624   57825
  7.28e-10 |    30   -6    + |    56.564108010 |     3   -3    - |    25.212978992 |   10598   54157
  7.31e-10 |    76   -1    - |     6.855344155 |     9   -4    + |    38.360152144 |   15007   43973
  7.31e-10 |    97    5    + |   -43.107703234 |    95   -4    - |    34.043509368 |     900   17869
  7.32e-10 |    24   -6    + |    56.553446765 |    11   -3    - |    25.077176436 |    4985   24807
  7.33e-10 |    45   -7    + |    65.645407790 |    10   -3    - |    25.084444446 |    5598   37573
  7.34e-10 |    26   -6    + |    56.557408197 |     2   -3    - |    25.276441279 |    3131   16196
  7.35e-10 |    39    9    - |   -83.769376049 |    10   -4    + |    38.368597540 |    2631   37414
  7.35e-10 |    48   -2    - |    15.934731829 |    10   -4    + |    38.368597540 |   31679   56884
  7.36e-10 |    12    2    - |   -20.252765983 |     6   -4    + |    38.323200891 |    9077   57558
  7.37e-10 |     7    2    + |   -16.050191004 |    89   -4    - |    34.045193710 |     544    6819
  7.37e-10 |    60    8    - |   -74.720013818 |     2   -4    + |    38.176600707 |    3099   41569
  7.39e-10 |    96  -10    - |    88.431565805 |    90   -3    + |    29.408140651 |     757   46986
  7.39e-10 |    30    3    + |   -25.018374543 |    93   -4    - |    34.044052674 |    2887   43197
  7.40e-10 |    63   10    - |   -92.850994571 |     2   -4    + |    38.176600707 |     895   14077
  7.40e-10 |    60   10    - |   -92.849454385 |     2   -4    + |    38.176600707 |    3824   60145
  7.40e-10 |    67    5    + |   -43.117919251 |    90   -4    - |    34.044901334 |    2855   56671
  7.42e-10 |    47    8    + |   -70.323809548 |    92   -4    - |    34.044330945 |    1692   46031
  7.44e-10 |    10  -10    + |    92.756919242 |     9   -3    - |    25.092889842 |    2720   32329
  7.45e-10 |    60    6    - |   -56.590573251 |     7   -4    + |    38.338130698 |    4377   47599
  7.45e-10 |    40    1    - |   -11.252610641 |     2   -4    + |    38.176600707 |    9839   52252
  7.46e-10 |    53   -7    + |    65.651204198 |     8   -3    - |    25.102869207 |    1693   11405
  7.47e-10 |    18  -10    - |    88.497695072 |    94   -3    + |    29.409263132 |     229   14247
  7.47e-10 |    17    7    - |   -65.599171111 |     2   -4    + |    38.176600707 |    4747   58147
  7.47e-10 |    57    1    - |   -11.265311640 |    10   -4    + |    38.368597540 |    7240   37541
  7.48e-10 |    98    3    - |   -29.410316182 |     6   -4    + |    38.323200891 |    8585   64291
  7.49e-10 |    82   -6    - |    52.176828424 |    91   -3    + |    29.408428196 |     553   12905
  7.49e-10 |    27    8    + |   -70.346862117 |    97   -4    - |    34.042982950 |     895   24363
  7.51e-10 |    54  -10    + |    92.845997555 |     7   -3    - |    25.114911288 |    5270   62991
  7.52e-10 |    46    1    + |    -6.871548089 |    99   -4    - |    34.042472563 |    6265   63041
  7.52e-10 |    76   -8    + |    74.727138398 |     9   -3    - |    25.092889842 |    7230   61109
  7.53e-10 |    43   -7    + |    65.643711456 |     8   -3    - |    25.102869207 |    8929   60138
  7.54e-10 |    91   -8    + |    74.732029614 |     1   -3    - |    25.418200133 |    1941   17491
  7.56e-10 |    23  -10    - |    88.484249407 |    89   -3    + |    29.407848275 |     985   61174
  7.57e-10 |    27    1    + |    -6.893820131 |    89   -4    - |    34.045193710 |    6079   61161
  7.57e-10 |    71   10    - |   -92.854613388 |     8   -4    + |    38.350172779 |    1544   23759
  7.58e-10 |    20   -8    + |    74.673251211 |     6   -3    - |    25.129841095 |    6737   57276
  7.58e-10 |    92   -1    - |     6.850170094 |     6   -4    + |    38.323200891 |   21073   62047
  7.58e-10 |    64   -7    - |    61.248761074 |    91   -3    + |    29.408428196 |     212    7003
  7.59e-10 |    75    4    + |   -34.049882346 |    89   -4    - |    34.045193710 |    3009   52351
  7.59e-10 |    50   -5    + |    47.519753597 |     6   -3    - |    25.129841095 |    8199   27008
  7.61e-10 |   100    7    + |   -61.236383980 |    89   -4    - |    34.045193710 |    2183   54015
  7.62e-10 |    52    5    + |   -43.126089865 |   100   -4    - |    34.042223129 |    3284   65241
